,y_hat
1364,236740.62743668765
1365,932536.9669302738
1366,645587.13619506
1367,218238.09518970374
1368,570119.3584937338
1369,674157.4028198698
1370,444103.0953896628
1371,590360.3993959997
1372,372887.86582456785
1373,498719.4881882531
1374,235743.16506542347
1375,447138.49028770893
1376,746329.0529787347
1377,537482.4310447313
1378,314750.24279561575
1379,478377.4722229098
1380,898563.5722630159
1381,301735.51591868186
1382,346214.3500026285
1383,497223.0799955302
1384,281838.82613274816
1385,1264463.763264908
1386,470980.7335264903
1387,291498.1439103817
1388,409707.8630646435
1389,274285.00582146354
1390,676031.6277543036
1391,183476.5572583152
1392,435562.1508470819
1393,563012.3874931731
1394,361291.5984973845
1395,490997.75516475056
1396,615226.7816352898
1397,440326.31433231843
1398,605744.8893647983
1399,364972.87117327185
1400,469039.57854326896
1401,298250.5920461515
1402,509798.55513607804
1403,253541.72208390705
1404,840304.71735254
1405,605990.184858752
1406,609168.4387245211
1407,321383.3606192443
1408,357942.54401659744
1409,397878.3565959075
1410,681864.9434051843
1411,749993.7975630546
1412,405718.11721331975
1413,408839.779414137
1414,423294.9653323338
1415,412898.9934250286
1416,428461.3403971735
1417,306572.5503570711
1418,675918.4531840179
1419,556187.7276709371
1420,243719.15172138248
1421,184874.60793633474
1422,307557.8424423104
1423,331276.5256511158
1424,466867.43867962767
1425,1264599.7539489078
1426,1135336.6644489393
1427,127421.25222547809
1428,803450.816932446
1429,422324.23746304447
1430,351316.85390488326
1431,641425.4961501544
1432,1178876.7849802838
1433,163411.73593151028
1434,472969.4291370901
1435,365195.19711017533
1436,587422.223505092
1437,186262.811937358
1438,152207.7019665098
1439,280099.1060252342
1440,696112.5933832759
1441,1179591.3333139457
1442,502902.1909622623
1443,438830.163705103
1444,463299.0742295058
1445,333395.8547831331
1446,423055.6870924509
1447,378286.7220812459
1448,359502.9290464169
1449,255560.65784258698
1450,594371.8092684409
1451,419561.59010320937
1452,283519.28771386016
1453,453269.72743917047
1454,745724.9009414762
1455,215981.96801355612
1456,703783.9891302912
1457,230501.01191562004
1458,1113024.4450954264
1459,230434.83206840267
1460,509014.49830714497
1461,296890.3068194498
1462,745493.9009553588
1463,428748.32123308984
1464,578709.34824603
1465,723868.3967281557
1466,827311.9816939598
1467,701723.9185245337
1468,583255.436849414
1469,573994.2561251842
1470,734155.9142862194
1471,577982.3018276407
1472,367338.7224010006
1473,399628.1254112996
1474,672204.8823949527
1475,441486.1634655731
1476,520120.7388504589
1477,530992.9226669696
1478,2234413.276245175
1479,603028.8503466751
1480,1070605.7806266379
1481,313192.3718583473
1482,221140.2156591213
1483,326686.31932693016
1484,516752.30755231425
1485,866629.1708896959
1486,1117886.9608546137
1487,415656.6703031685
1488,215672.6045423082
1489,1003613.0825999312
1490,364262.71259696747
1491,386240.3022739123
1492,1527665.638987563
1493,649011.2640609784
1494,471581.5273746434
1495,593891.2333215895
1496,173194.984434996
1497,830769.2706434948
1498,346875.89060491807
1499,580539.3851421386
1500,527690.6830904095
1501,1845220.6851756568
1502,775564.5112319
1503,2201426.3145203404
1504,756262.3994023522
1505,467634.83053876105
1506,473824.8573989369
1507,285728.0325669072
1508,546164.4093148455
1509,315682.5699332971
1510,592901.5432627776
1511,224803.18428071737
1512,513296.77672395087
1513,594015.6093836911
1514,426575.37124165747
1515,531299.7314011343
1516,1058839.0570731857
1517,480602.46958037576
1518,291426.36977666855
1519,363068.0856098274
1520,549510.2592387975
1521,147093.4936368458
1522,358703.8861785525
1523,505521.18309396645
1524,807390.9754151783
1525,513496.59638170816
1526,178180.1326540084
1527,488476.2637594886
1528,594168.18590409
1529,477386.65042693197
1530,557944.2360730158
1531,406598.4218252594
1532,675112.7497591996
1533,570800.9357972685
1534,486089.99841483025
1535,577253.3733378581
1536,743108.8563389397
1537,780297.7307054849
1538,1618357.0845527514
1539,707403.5482159532
1540,378589.6551289187
1541,736736.5076758463
1542,786323.8995559844
1543,479859.8655858253
1544,317971.8339693375
1545,453932.285019073
1546,612388.6758539138
1547,193653.30759679415
1548,461203.6442354313
1549,271263.1322424378
1550,381015.2967721084
1551,289591.0482670906
1552,546474.8565183396
1553,507805.76726164995
1554,838589.0508714492
1555,577379.5107493146
1556,437815.3728720592
1557,241709.69412199405
1558,930333.5923001767
1559,748602.9262638701
1560,905436.6519726008
1561,698831.5289759235
1562,341130.8194354463
1563,455248.74353848473
1564,480448.6865092801
1565,409996.0737208267
1566,180227.84258861537
1567,465148.38763608155
1568,224474.90400657294
1569,265228.5132230786
1570,758497.5485010222
1571,873061.2078899685
1572,681820.5027627926
1573,351725.8577095579
1574,591487.4322319531
1575,293945.93406897545
1576,1067776.5049860945
1577,750549.8545402016
1578,907235.7723838644
1579,438306.27373425104
1580,591722.8677931868
1581,230417.56851373217
1582,300521.55960611376
1583,359276.6225018122
1584,353602.45144367154
1585,2175815.0393786514
1586,1285915.4113280736
1587,295546.83803036937
1588,294486.0100418462
1589,667791.2626520533
1590,151117.07193644438
1591,474819.8298483733
1592,1665924.5900866287
1593,314022.4906056898
1594,588319.6770839328
1595,338998.8717836595
1596,546689.7377029953
1597,544385.7668407699
1598,293518.0517147053
1599,433187.9454519824
1600,1255579.7142257341
1601,497921.0131195305
1602,1710366.1856351844
1603,612511.4074291999
1604,438915.89609194594
1605,256777.24121685833
1606,848157.0902650824
1607,341837.2950375981
1608,281909.36145252746
1609,624464.6217754295
1610,327148.2048115234
1611,388920.97081321554
1612,340283.4827987342
1613,453320.36107473
1614,564094.2819872819
1615,390165.78648198425
1616,483122.7239322959
1617,583964.4716502918
1618,150363.4289829623
1619,222533.8744688115
1620,758441.7934194845
1621,818217.4916389246
1622,1988545.757134948
1623,133861.34494198626
1624,1552494.8209513347
1625,178590.6314031905
1626,643989.5739786923
1627,192646.86521547864
1628,612859.6087381358
1629,608543.2420469015
1630,499530.5491618858
1631,511741.45760155504
1632,411452.7139921147
1633,873037.3331115011
1634,740438.0591105531
1635,491126.41705253284
1636,891783.004985503
1637,428336.4292943886
1638,423371.8272860136
1639,584163.6541002621
1640,425408.2035977064
1641,465012.25775858306
1642,509827.4016865902
1643,238986.73054324934
1644,243846.41862646223
1645,438583.4344511309
1646,465913.64869990136
1647,282033.29325790884
1648,406269.2148324662
1649,92038.88400528056
1650,326969.8772070795
1651,917813.9958047292
1652,205204.45674671224
1653,602226.3504549633
1654,286603.7529659883
1655,600837.1556968237
1656,320158.84608380636
1657,261596.8298002647
1658,835008.9628460363
1659,473958.0110941436
1660,263842.6006362423
1661,574901.083994851
1662,287420.193982273
1663,382783.4734866644
1664,261002.3843996567
1665,1189699.392775063
1666,341355.54035494354
1667,767562.5662578277
1668,470031.5436560132
1669,343969.83287179796
1670,373590.73806330364
1671,540153.5957707377
1672,434411.9803073724
1673,323827.40451481385
1674,750745.413186864
1675,251048.5361529395
1676,490154.21717765694
1677,297543.6723095338
1678,972974.7600745922
1679,676235.4999069738
1680,546709.1152972231
1681,850767.1676347505
1682,425138.06290778774
1683,558855.1802151822
1684,812951.2535279441
1685,1582741.0044380454
1686,595764.2059058212
1687,389970.0810537563
1688,456852.2006077595
1689,613814.3394023932
1690,1007163.0479698027
1691,234046.87279382197
1692,539628.1466391779
1693,262272.4885554568
1694,1001891.9850865423
1695,476995.3956203192
1696,213228.96896405763
1697,279465.94282375416
1698,145982.54370908326
1699,328806.9745239394
1700,540233.2851629407
1701,1410160.532137166
1702,1430742.11180082
1703,495974.8558393589
1704,299486.3686531281
1705,207443.47999459936
1706,468193.0405236237
1707,282397.4812155803
1708,199107.95935021993
1709,446584.98364951764
1710,599153.5496214778
1711,925788.5860905087
1712,339836.0331486044
1713,412673.31269474956
1714,497738.32952088997
1715,355196.9769803916
1716,484982.5079589272
1717,543244.714783039
1718,459745.5672396517
1719,335152.3566988999
1720,1087843.1117928606
1721,502493.0951463782
1722,604404.2845316322
1723,439368.5842801969
1724,625226.6184107015
1725,592717.5343793829
1726,611764.530851477
1727,2482364.379175683
1728,194392.10535192577
1729,239636.56094985813
1730,409649.7424299745
1731,290746.7492485822
1732,694852.3839717004
1733,615505.6019344903
1734,764122.1380571139
1735,457341.0940751704
1736,674159.4751991009
1737,730920.5109884889
1738,452339.1913031993
1739,671945.4834006251
1740,504856.45055825333
1741,770349.1043648187
1742,427059.8331982322
1743,668954.011602605
1744,342754.8271286874
1745,536849.2391681059
1746,371952.2276176728
1747,273945.57211163524
1748,256743.9489288479
1749,909843.4719785295
1750,253931.23631495476
1751,790345.4148755141
1752,633022.3574678518
1753,721129.0460566387
1754,354483.9344477607
1755,449031.13223485235
1756,1000600.1864127918
1757,369927.0727588133
1758,362217.28346289275
1759,892277.7320091799
1760,788784.7572239003
1761,246518.26433915383
1762,274754.89269930264
1763,1016680.51876545
1764,100650.21536318818
1765,1053233.1287270861
1766,558442.708957432
1767,373645.8763312086
1768,448635.66387018707
1769,158804.94441126924
1770,275877.06680255133
1771,506281.4104618808
1772,387904.8339926308
1773,680093.400688646
1774,528760.5974031838
1775,284079.71462722693
1776,510687.6277582876
1777,507789.3021546606
1778,1601331.262235004
1779,295316.89542045083
1780,272516.40415682626
1781,586164.9887534042
1782,462384.2981925672
1783,583820.3343801871
1784,441333.03396499914
1785,160956.5262811619
1786,111314.271974659
1787,405287.7636892316
1788,826582.3407547824
1789,314470.13109755993
1790,818723.8128625123
1791,600190.1412635741
1792,591495.0681064634
1793,824255.1558605118
1794,415504.0709946243
1795,482750.531344321
1796,575010.9803161648
1797,222397.72999211893
1798,864032.8490974592
1799,237921.5761310897
1800,275926.9216880294
1801,709431.6247849169
1802,293365.2349906556
1803,503238.2463739008
1804,284149.91998826875
1805,630212.1689468449
1806,361822.86435250996
1807,722784.6043567891
1808,151495.93075493287
1809,874899.8421530942
1810,381436.186643915
1811,610209.5890834926
1812,849057.7132389487
1813,489120.8342941229
1814,665531.4071291838
1815,446435.07198562764
1816,484052.1173096205
1817,370858.03951733006
1818,1124896.3380648843
1819,474325.9663676976
1820,598286.8463248357
1821,218123.60805474082
1822,408570.3837061752
1823,474764.06652811804
1824,733430.3254858966
1825,243869.77238072114
1826,318063.0127935236
1827,783776.6351657019
1828,229035.2221639759
1829,638139.3685985196
1830,371725.6516549701
1831,213131.5158488363
1832,230615.85302074882
1833,787068.8674150396
1834,448066.49463139987
1835,400513.5278487648
1836,233805.0266924925
1837,673304.3888668371
1838,469257.1071949939
1839,472220.6383831814
1840,1007659.0869865941
1841,188549.9265337071
1842,810057.7662891399
1843,1223751.0944590569
1844,304309.1512268658
1845,300381.4690419636
1846,319853.661226627
1847,247747.40021585807
1848,454915.24449429155
1849,288895.2334390134
1850,450989.46985169966
1851,237263.56902939914
1852,687420.5926537936
1853,604375.4531293351
1854,266345.0116195757
1855,779800.9378924094
1856,334893.01358660136
1857,476640.1760004785
1858,2999827.593047269
1859,1089115.5610520504
1860,404958.48155635205
1861,338919.40233346657
1862,552123.7644024424
1863,720477.0170715846
1864,548041.9227921788
1865,310426.96914698725
1866,641319.9489439758
1867,563497.4421056021
1868,763161.3201684969
1869,193409.1811142736
1870,464570.97304306645
1871,510143.46808776556
1872,463302.91322530597
1873,503577.9816323419
1874,258553.63548787026
1875,316785.28896243905
1876,605377.2814696808
1877,205295.1887165975
1878,372337.0104397851
1879,408837.0597913141
1880,561710.472578363
1881,487546.94101298694
1882,784827.5316211132
1883,248927.75085211048
1884,214408.40930648055
1885,345250.8178184029
1886,598769.4355399142
1887,773525.9752689368
1888,771466.7226873408
1889,523992.8197884266
1890,407942.28861324536
1891,515826.16328591865
1892,301530.06479032093
1893,477870.91851395974
1894,726277.0290597398
1895,320685.27430696716
1896,367923.1519303435
1897,225836.7581243155
1898,975725.1823933931
1899,455623.37164297135
1900,907938.7957005327
1901,346215.9918591796
1902,316014.3418045607
1903,291939.97850762366
1904,1074140.2674586647
1905,237902.34212990486
1906,965486.0597936759
1907,560115.8875913135
1908,799336.096198818
1909,477909.80054272874
1910,557330.2464406472
1911,958670.4788128918
1912,970464.7752343989
1913,847570.3148171687
1914,428504.4517485938
1915,740425.3270049721
1916,510303.86027486855
1917,272848.16283670225
1918,277203.8718095353
1919,339744.42000047537
1920,353299.3811528868
1921,359795.10330751317
1922,465260.1454157833
1923,1082863.7753840578
1924,702994.9071068421
1925,2181347.552030274
1926,514209.093906543
1927,280119.85568296583
1928,530198.3234042212
1929,512327.40170520544
1930,671350.6607256716
1931,146910.65053206705
1932,570824.831664223
1933,296510.047003832
1934,230520.3396292406
1935,136015.86525882914
1936,1295961.2564627538
1937,241901.1415317197
1938,279569.4582705181
1939,442974.2960965702
1940,277696.0572279968
1941,1484314.7319374103
1942,145303.41713455744
1943,632018.0431691591
1944,399116.1358790452
1945,706569.4680893009
1946,2182889.198392427
1947,383987.89581317443
1948,273595.31355904695
1949,404353.19368854753
1950,421659.7752636728
1951,548946.0164319122
1952,491264.210919899
1953,570205.7665842981
1954,741430.8402785223
1955,550417.3444048892
1956,399178.9767422809
1957,186865.9321887533
1958,259854.52619977636
1959,115022.63041779213
1960,285357.59228445723
1961,422832.49677121476
1962,186565.41915493162
1963,847315.3637804956
1964,755168.2203826001
1965,1354329.5462985076
1966,635116.6732705322
1967,628060.0510254079
1968,873197.5658156861
1969,56147.40296269517
1970,1101411.0943604796
1971,281526.14085094864
1972,1115414.3837921578
1973,369553.77052223973
1974,396385.8985315695
1975,305416.2056337968
1976,342555.60161929904
1977,759392.1224728491
1978,583758.5924343748
1979,600545.1531730199
1980,1285229.5858556563
1981,494095.98587284994
1982,1648836.6881893077
1983,565681.1384083471
1984,691834.0734152085
1985,629640.2477631103
1986,1264646.806502218
1987,481604.28115338396
1988,439810.64891948097
1989,242938.19407406598
1990,596219.2168965836
1991,769638.7161326469
1992,300565.6505141704
1993,444343.3056503278
1994,349456.68205403624
1995,98800.40611651598
1996,785241.2647615601
1997,296787.2994871728
1998,233093.9504400618
1999,592484.0623811514
2000,391373.3326265454
2001,661445.6802725814
2002,556592.8530879307
2003,305120.1925498444
2004,194351.0581828342
2005,806877.2687927185
2006,788384.7481347546
2007,990312.0791067193
2008,630952.7917816943
2009,155250.3042994812
2010,324254.78025603143
2011,269949.11737272283
2012,397195.83362645435
2013,326411.0608329716
2014,196327.13300621975
2015,456738.82170260936
2016,527999.0707578843
2017,279308.2417426227
2018,574292.5297946918
2019,288236.3743055613
2020,526008.3827873785
2021,347624.2109629517
2022,318090.9632776561
2023,318756.96294585476
2024,302097.9690645146
2025,547490.6557687867
2026,156266.93828725955
2027,338426.17487293365
2028,308808.8178544952
2029,919465.6164510114
2030,923951.1062073293
2031,684188.759692341
2032,697688.5309755423
2033,1687302.0934525002
2034,1202740.92225863
2035,810147.3991564708
2036,174506.28476206504
2037,852540.1127633282
2038,728065.570775901
2039,254713.287528286
2040,699278.570751526
2041,454108.5733653311
2042,228864.83902619896
2043,343732.95741419465
2044,1546900.9635738945
2045,438714.16759179544
2046,448710.81854170345
2047,759732.5226700655
2048,632738.0116636388
2049,565866.8383374106
2050,982794.18562277
2051,745671.1275388093
2052,480808.5672033557
2053,467302.86602893414
2054,318879.39066315704
2055,759869.3805258821
2056,138750.1198305803
2057,618975.7782935007
2058,381019.9463188845
2059,665589.1805611101
2060,180671.1977443606
2061,2089961.8151421226
2062,481238.75996746053
2063,518265.9193312436
2064,392013.2504475452
2065,453437.3153292787
2066,490273.7072824171
2067,1238830.814466625
2068,343823.22935905383
2069,488144.7204974359
2070,525352.3577369248
2071,439978.8344014655
2072,826630.7397708716
2073,350806.622840871
2074,226751.71017212223
2075,844806.7388571088
2076,611230.2960203268
2077,283987.27135716664
2078,439433.6414492066
2079,667563.6772994364
2080,209252.51231219707
2081,243154.85199653372
2082,242285.41454509832
2083,536439.9308701606
2084,332279.39386263577
2085,573002.2353565816
2086,457413.9771064954
2087,268624.0661545431
2088,294390.45896438125
2089,613925.1189352539
2090,226809.52888049863
2091,852719.4958358682
2092,421983.4660122311
2093,646386.9482012567
2094,106935.22265259636
2095,222620.78619233263
2096,507525.1862317866
2097,882234.7970285409
2098,654097.1847469015
2099,807202.1174500359
2100,638721.6006543075
2101,372452.7649410397
2102,256053.68894698675
2103,362525.60163641506
2104,513121.1107318511
2105,842862.6600660231
2106,659332.3625837725
2107,409966.3607853536
2108,661149.1538106749
2109,492225.5366845832
2110,197672.4298018603
2111,213238.24624699447
2112,961934.8899610188
2113,892826.5961650114
2114,524576.8033579222
2115,399646.47301532485
2116,315959.2312480862
2117,619953.0302075923
2118,484977.30965165154
2119,228905.27527219086
2120,544139.0726807498
2121,320697.48100081773
2122,436746.8454975537
2123,214133.22685834873
2124,506048.796973425
2125,485571.2302876363
2126,224556.47768807728
2127,155128.5162075021
2128,570072.6762923051
2129,754372.0858264363
2130,578019.7684025984
2131,680027.6587750269
2132,382230.9160223365
2133,370518.50659395615
2134,373296.2050148623
2135,675186.9454055993
2136,321922.934925869
2137,482330.59144248767
2138,171002.23771586333
2139,599395.892364971
2140,467650.1634423897
2141,480267.3216499755
2142,486271.04463136295
2143,1275825.1709484584
2144,778717.917064169
2145,533364.2734754467
2146,714344.6075453861
2147,217348.942716223
2148,489509.1209264435
2149,664132.1284295606
2150,280315.84759457945
2151,468134.53853683925
2152,649178.2468849645
2153,700654.3055326963
2154,809940.9039058216
2155,507719.5873603908
2156,1340815.9337016377
2157,250659.62528434797
2158,308651.7974833447
2159,459824.2675815101
2160,920066.7023155531
2161,249078.8773076076
2162,637052.636829391
2163,457141.5993858084
2164,1055132.5328269228
2165,609660.7026289663
2166,304475.811414344
2167,286986.39851517376
2168,283267.88761374453
2169,389491.6439771256
2170,282810.94027713453
2171,1046898.0006389811
2172,489513.83082792873
2173,627908.4575568717
2174,458937.4546617863
2175,654904.5059469026
2176,1203953.5670843455
2177,578968.324136155
2178,1060508.377796059
2179,616932.970535915
2180,200410.81502216533
2181,1385974.3593101234
2182,230586.53452891915
2183,397664.32238426397
2184,516974.22703811474
2185,471952.83189633535
2186,279809.5924813228
2187,286899.43503304775
2188,319327.5851961876
2189,1008358.3831737022
2190,707274.6512240352
2191,422571.3572279093
2192,225210.72108177922
2193,362452.1831297738
2194,1364906.911097851
2195,328841.0505046539
2196,323372.8956796886
2197,398778.37291807204
2198,286770.32092297357
2199,550766.2537546887
2200,567814.1659768955
2201,326875.2409239564
2202,861908.7209139941
2203,346522.3253571566
2204,319839.0871832569
2205,289267.5060309677
2206,364541.89289556176
2207,321143.6986424114
2208,375672.6150152789
2209,558581.5902459202
2210,411432.3244758068
2211,241496.11791399596
2212,554002.1559030898
2213,226649.21295710024
2214,529377.0737114684
2215,511642.2011880269
2216,504459.1161389816
2217,462791.9877588375
2218,975363.1564021186
2219,602997.487430818
2220,230077.81816729126
2221,450394.11367310496
2222,121913.72701362037
2223,754605.4801219814
2224,337259.54910713487
2225,231016.17844403372
2226,437417.39480971545
2227,487843.71675856423
2228,539382.7390706504
2229,491231.9343950421
2230,478602.33293479047
2231,465611.8930452526
2232,262985.19103900343
2233,288138.5279811619
2234,203693.94223879062
2235,559636.6463685689
2236,1316495.5681971041
2237,1195200.3947431394
2238,557225.1355752961
2239,2051343.7475301642
2240,487319.5360864664
2241,1379798.1237443965
2242,249874.78486920954
2243,455711.64174417406
2244,901950.0101806098
2245,460729.2121646718
2246,581237.652707538
2247,576076.9904619888
2248,383618.7571379819
2249,299232.17148812773
2250,630356.8887815382
2251,179067.8659833987
2252,757178.6646079202
2253,483419.22274425277
2254,355657.7420416239
2255,223595.2211116044
2256,480346.73698940885
2257,937605.3471940869
2258,263915.55182222533
2259,443202.971425222
2260,513457.30510988657
2261,219302.9970153408
2262,575555.077149479
2263,604544.5639694912
2264,1458231.6209350484
2265,462350.91171679203
2266,889596.797151706
2267,400071.9204161322
2268,1154938.3148724404
2269,424375.0055283103
2270,683742.3310840155
2271,302545.0068434248
2272,1801096.1934924144
2273,214301.04054718683
2274,1285389.0491572171
2275,405518.075074489
2276,523237.20461620926
2277,213900.04816938966
2278,757688.9115422247
2279,974144.9306670773
2280,520710.0857191328
2281,423630.4287304161
2282,485039.17448655266
2283,445377.03075413674
2284,272902.8341611776
2285,625655.8764526993
2286,689654.0897738512
2287,217084.55240526318
2288,173426.51027580578
2289,609579.520094261
2290,776385.4744960433
2291,229219.67672853646
2292,290739.48377755913
2293,935327.2247899293
2294,613092.0111646061
2295,432363.83760474576
2296,632974.2482964271
2297,743088.2131700548
2298,330219.73316284
2299,269375.03120654053
2300,292901.5122151939
2301,537539.4442536365
2302,215927.27479611099
2303,259544.15109009645
2304,761445.1519030997
2305,333996.3845825789
2306,299133.15301865863
2307,102836.70587328263
2308,597170.7678503282
2309,490712.903450211
2310,1303583.209583404
2311,240906.87513389558
2312,602287.763108921
2313,273158.41947506333
2314,536804.3502640034
2315,368890.6982222698
2316,364155.67225833214
2317,740885.8925649994
2318,529508.5816774856
2319,423087.2337624464
2320,704913.7225686199
2321,538679.0341402949
2322,729933.3729521171
2323,1370291.5275311559
2324,503909.49281633063
2325,320667.49359960883
2326,267161.0735440054
2327,536564.3905931383
2328,499894.20813117747
2329,957110.9026292149
2330,968951.5332692234
2331,158058.59896942598
2332,629015.1712911839
2333,359226.00160180987
2334,790699.9424102511
2335,973130.6840268088
2336,1174233.8927208213
2337,522699.3468602566
2338,513660.685990966
2339,491946.7738201786
2340,702852.6557759363
2341,420762.21961872594
2342,542757.003524953
2343,393735.2492604024
2344,323801.33381878666
2345,981649.4693889994
2346,512337.36723860237
2347,372496.57052846474
2348,746374.6248571563
2349,528283.2316853126
2350,387059.11162146693
2351,554655.9490853206
2352,466163.39133271447
2353,725226.6380238925
2354,428244.84425434977
2355,379962.25120758323
2356,384490.76406664634
2357,1010550.5811391118
2358,264696.82172284595
2359,1343597.60231718
2360,318385.5498438056
2361,402892.5753188082
2362,299238.54759722564
2363,405034.58981187857
2364,358535.65127819293
2365,450723.25660297996
2366,398526.1963138463
2367,481025.033189192
2368,797885.8820550614
2369,507032.8788977329
2370,361367.8369882923
2371,406527.2052492015
2372,421529.1716131733
2373,511570.9030787569
2374,412979.35343472904
2375,420302.4560322685
2376,394050.4207809054
2377,1009102.5209939241
2378,474503.98707708233
2379,302848.24549041287
2380,1041516.9274970854
2381,865787.5743922452
2382,639523.0618720376
2383,394314.90547028306
2384,446242.63342549064
2385,362106.8288794905
2386,359529.6023560724
2387,902005.5280011392
2388,449859.55229639064
2389,517272.40028296196
2390,530577.6187107596
2391,1560810.634888426
2392,677418.111981982
2393,449477.5218334409
2394,969252.656340958
2395,1006716.2048881921
2396,831123.9528795148
2397,480250.8479104462
2398,450684.3371164889
2399,354250.4122063982
2400,517436.33383525925
2401,279053.57149051945
2402,310252.19109014247
2403,542860.2251167832
2404,361064.42644886987
2405,274440.00326892955
2406,324445.90750906256
2407,271804.6484006492
2408,625188.3573772267
2409,699281.8211853015
2410,504296.5359242606
2411,515411.61709738395
2412,375755.1962028899
2413,337578.58635446744
2414,531361.1605163291
2415,345095.54392315843
2416,694337.6646426194
2417,764917.2302124876
2418,1474385.587600139
2419,731952.9706107302
2420,886347.7304076062
2421,518212.2591129989
2422,254971.1403467207
2423,396031.50462302286
2424,443663.7437377407
2425,503710.02748074057
2426,402545.4992127837
2427,533505.7725635796
2428,569184.5107833303
2429,521579.3934966876
2430,358334.07110322866
2431,607482.9147913621
2432,801550.5002301224
2433,278489.6771603676
2434,809727.5070277072
2435,1068349.4073420311
2436,755965.8620515041
2437,313866.89906747104
2438,530450.2697628392
2439,896782.4523397502
2440,279807.8221529557
2441,893968.3520770677
2442,148165.4140086657
2443,508716.81133096735
2444,201680.33638298517
2445,531548.2437147645
2446,1310843.9147810857
2447,381224.66606883134
2448,465745.31235652784
2449,469654.4903862871
2450,583526.4981449142
2451,565954.2830073314
2452,381012.080505778
2453,1096045.6621896173
2454,687670.4349442092
2455,365307.7347100718
2456,894375.6355453751
2457,551067.8357962084
2458,669765.7476840094
2459,456987.4858536704
2460,350304.34334010637
2461,927386.0694699525
2462,570664.8697164003
2463,837116.6292141095
2464,246667.97793185327
2465,567601.3953277697
2466,537932.3652248553
2467,373606.1788792586
2468,1494976.7478400446
2469,1173526.426886741
2470,295847.24630221806
2471,598548.50174657
2472,403245.63190495153
2473,479534.4662182862
2474,1670112.0658546668
2475,484379.58110750077
2476,694903.118766302
2477,797165.3389175679
2478,362682.3820482159
2479,391172.52049018885
2480,530171.8772868474
2481,695200.4619921225
2482,524510.6605332111
2483,483964.89705276245
2484,319835.178787713
2485,733126.7703554025
2486,436006.5667212709
2487,2338648.16372129
2488,378673.63144879433
2489,658695.1872500707
2490,527617.8825030245
2491,728503.381365584
2492,492393.83745324775
2493,523778.8685272871
2494,536403.6202666305
2495,339684.9589899869
2496,236494.06659178302
2497,533044.4071801264
2498,299295.2386476095
2499,678368.1667791192
2500,1070670.0081178714
2501,671062.3162406969
2502,464235.5790248114
2503,828989.5934483898
2504,532053.4816860156
2505,343913.09235406143
2506,483194.8382550419
2507,268013.0280702
2508,367968.6432063623
2509,439081.8186593261
2510,512759.13464510825
2511,423790.0948814669
2512,597696.431856076
2513,771446.4226518758
2514,427828.5419586305
2515,467851.9770377225
2516,727002.4214232602
2517,527895.7658636144
2518,490575.3541810836
2519,828496.6108228773
2520,686162.2465397278
2521,965871.2905633188
2522,327226.13281725475
2523,344761.57114913594
2524,1504457.9461632897
2525,329452.2558739963
2526,867156.652371415
2527,458432.68453267234
2528,417931.88751312427
2529,914935.3721077614
2530,333200.53744422784
2531,454923.57726031187
2532,449189.82978553267
2533,1829125.6837938088
2534,574372.2346931014
2535,1281040.6235956466
2536,357589.21999880654
2537,475620.3652592861
2538,550546.2845904652
2539,560741.1955833095
2540,548730.6126900057
2541,926128.521718977
2542,526829.0057707706
2543,834666.1236569958
2544,327565.1582391714
2545,719418.5233559827
2546,346787.2043303709
2547,1122765.191762087
2548,492379.82101571385
2549,480463.0215320651
2550,313900.89898859034
2551,335078.6823737215
2552,435798.38729371957
2553,466169.6760544713
2554,674683.1269379107
2555,449549.1226582469
2556,301006.629555773
2557,536706.161505869
2558,1406670.574295105
2559,596216.2754512911
2560,607536.0016258854
2561,448683.5266101209
2562,429628.8246259076
2563,328224.06849823333
2564,400481.087489991
2565,508110.16251415014
2566,1129206.9722847138
2567,550244.4216705647
2568,2413931.80266836
2569,910204.0163776815
2570,417769.5110098496
2571,324109.63272287615
2572,501035.5045358188
2573,597815.54033056
2574,363099.0575673918
2575,660234.2905486388
2576,452372.8741833938
2577,392457.1332547147
2578,881045.5692485329
2579,571365.1811388283
2580,567819.004748926
2581,629485.6087959437
2582,456896.4411046885
2583,264916.73888521455
2584,349973.7036447033
2585,485350.9883647128
2586,1122172.0010495125
2587,490148.17229375755
2588,438104.1100956723
2589,1183128.684795437
2590,236287.27810903062
2591,843712.8041749604
2592,494574.55086774065
2593,511687.7805819743
2594,327565.1583370132
2595,308560.9518318445
2596,921869.4617750441
2597,824911.1998418361
2598,665974.981999883
2599,390069.6653460848
2600,529186.9044815501
2601,287741.5031163347
2602,440876.8839983797
2603,386979.870346616
2604,596318.3174815963
2605,1197796.356293889
2606,855914.9949649515
2607,510641.21704071783
2608,473430.7941936664
2609,525379.6461976729
2610,374928.855329167
2611,468205.6976708352
2612,499721.97191299323
2613,465963.5888363471
2614,543968.4259802047
2615,540208.8850489669
2616,632782.3559016534
2617,874250.0794397562
2618,924371.7790801863
2619,615018.32085177
2620,401847.27243827994
2621,550264.1148749304
2622,783272.8121354871
2623,443652.0244217119
2624,432358.4298691597
2625,429181.30378906894
2626,671459.4402499184
2627,719611.8386269533
2628,417977.6140779864
2629,447482.51123174245
2630,409871.0823819939
2631,326842.197798318
2632,454427.12937282334
2633,515392.1162828136
2634,424953.4480547533
2635,376467.1627882588
2636,375248.1250710989
