,0
1218,-301605317366273.56
1219,-722369585335190.2
1220,-11879925186961.314
1221,-1052050057155149.2
1222,-83519195424554.7
1223,-260054013500749.88
1224,-277165416940377.1
1225,-99774826835418.23
1226,-97345599960714.34
1227,-262658136310925.6
1228,-346717294738107.2
1229,-1170405438185567.0
1230,-2098665615648954.5
1231,-133532798916069.86
1232,-682010088185120.1
1233,-16196722503356.682
1234,-956643827783816.1
1235,-6767483357319524.0
1236,-202853938185136.97
1237,-332760800065587.25
1238,-171920592262149.56
1239,-157106783897978.84
1240,-74671577969356.38
1241,-781806605000731.8
1242,-310022690537587.7
1243,-338716678599780.75
1244,-118393558318598.75
1245,-23785376990451.387
1246,-99772360543773.66
1247,-3417599288984362.0
1248,-233399488172437.3
1249,-128061175892970.33
1250,-1.4042398069326118e+16
1251,-23280042187370.184
1252,-560126563264504.3
1253,-220886865753718.1
1254,-1690597265054963.5
1255,-148511120646353.94
1256,-359464745653367.25
1257,-91269012900023.11
1258,-151172682904979.06
1259,-339783313212979.4
1260,-713989408466767.2
1261,-12323990639927.727
1262,-136990262770374.64
1263,-2288226396054778.0
1264,-75751062942624.39
1265,-605480808855117.9
1266,-3072498245159716.5
1267,-1.195151848087204e+16
1268,-529856998710695.25
1269,-31023093819755.27
1270,-5869061582990.345
1271,-104464814598663.1
1272,-467754394867269.1
1273,-693406209022054.1
1274,-301604719488446.56
1275,-301604736196843.06
1276,-213809651038000.1
1277,-703062684302155.9
1278,-259046708094636.34
1279,-280791592536504.22
1280,-15903681826888.367
1281,-190677774444919.75
1282,-170885316169035.16
1283,-565583303559815.8
1284,-121835009986186.69
1285,-224492183562728.72
1286,-128060808190093.0
1287,-251697410724222.0
1288,-78833409330455.95
1289,-303569106441580.44
1290,-123163070227035.33
1291,-1242998529590196.0
1292,-496619236110467.6
1293,-112775606303550.88
1294,-61374673610313.695
1295,-5981939055302.688
1296,-280367401770641.6
1297,-258234746892900.9
1298,-347829739239120.56
1299,-504497974753950.8
1300,-369609970923073.75
1301,-303114074464690.1
1302,-462492172530914.1
1303,-177676846682689.62
1304,-2.246786896116477e+17
1305,-271336545473109.16
1306,-352045346398836.8
1307,-269263055096445.28
1308,-383626761496800.1
1309,-166536529853568.4
1310,-508441627719904.94
1311,-402530857658466.7
1312,-177143976825256.7
1313,-138096703916469.83
1314,-109111360161147.08
1315,-279280631557970.75
1316,-501673994298956.25
1317,-717047409499794.8
1318,-95368759796669.81
1319,-148118108201830.8
1320,-129047057173936.67
1321,-691711887187976.5
1322,-124686715325197.94
1323,-130475272538325.31
1324,-7327336881447.504
1325,-67663819932740.53
1326,-627561423305338.2
1327,-1446500064431052.2
1328,-100212891235355.83
1329,-42609976664029.086
1330,-165364151302462.47
1331,-317897921147038.7
1332,-323209711328636.56
1333,-154517588069502.75
1334,-383622914168264.25
1335,-255418278562689.03
1336,-348633807225920.94
1337,-232062187854327.03
1338,-61341447332524.89
1339,-109119308721833.4
1340,-189573428644436.3
1341,-109079957238804.69
1342,-61361941225326.46
1343,-2.8795391923667904e+16
1344,-135793960463074.19
1345,-253983810413645.78
1346,-521056070891449.4
1347,-433404027909108.3
1348,-55001434841571.78
1349,-157291079122226.97
1350,-30837213423356.188
1351,-515010139556331.8
1352,-266402545431563.06
1353,-320196010073744.9
1354,-141186799413805.12
1355,-355773116074081.4
1356,-579351880082882.5
1357,-6487910987885385.0
1358,-226074759981614.72
1359,-149475512651691.66
1360,-88749357979113.17
1361,-9820535142897062.0
1362,-104615910694870.28
1363,-497200104830125.7
1364,-23273056966959.027
1365,-209618253050304.03
1366,-447449176621996.6
1367,-253362441255520.5
1368,-492746332156833.4
1369,-104603577208920.66
1370,-75772437213922.69
1371,-107933968971809.56
1372,-2322491640718726.5
1373,-537808034147250.3
1374,-245509586817369.7
1375,-6493186032503083.0
1376,-207534436909271.97
1377,-247979921970415.16
1378,-246883120952279.66
1379,-78831718367660.28
1380,-340058365702977.8
1381,-1044465403593922.9
1382,-674205266873153.8
1383,-3.594608049843074e+16
1384,-189520480701562.4
1385,-409609397127289.44
1386,-612383834941514.9
1387,-288143088251513.9
1388,-110941959937912.94
1389,-476459916591741.44
1390,-154998526040045.1
1391,-320251114457062.94
1392,-299331902629597.8
1393,-255856704873173.94
1394,-310735428701134.1
1395,-9350120503304162.0
1396,-79815735717338.52
1397,-5.66202971722892e+16
1398,-217067815048296.97
1399,-35809470486462.836
1400,-441496830927120.9
1401,-392204154779599.0
1402,-299848782870260.4
1403,-4891654035158800.0
1404,-1.107274445193816e+16
1405,-66590642972170.11
1406,-95750819894202.56
1407,-4379744655214442.0
1408,-4148967088375150.0
1409,-375655570502464.75
1410,-364911244096851.5
1411,-257865551501544.66
1412,-242438920581891.72
1413,-481222300470783.5
1414,-481222317179179.5
1415,-180880227893111.0
1416,-180880227893147.5
1417,-326907160079261.06
1418,-1.4016602704052676e+16
1419,-589879633211153.4
1420,-246194341661416.7
1421,-19931110122523.836
1422,-593365451670131.1
1423,-349716108637086.1
1424,-352321739836892.4
1425,-146996689709490.25
1426,-118378514164211.69
1427,-195813783602168.2
1428,-388564992195142.8
1429,-288146359152162.44
1430,-125947879420922.17
1431,-2.131469716370436e+17
1432,-1.1584655960963842e+16
1433,-267833280437259.4
1434,-62293971760718.195
1435,-143267038830981.78
1436,-2132110091609160.8
1437,-58910696674938.69
1438,-450242701305976.8
1439,-61838403391262.0
1440,-159304810546087.47
1441,-956567408495099.2
1442,-525160170951008.3
1443,-2465164770182498.5
1444,-6631620177774.969
1445,-525351966271005.44
1446,-8155125119628.798
1447,-159392660005208.7
1448,-143266960798962.38
1449,-342101398641295.7
1450,-490332830312471.94
1451,-104082915081878.23
1452,-170493284317914.1
1453,-624085786171934.2
1454,-170484917229002.1
1455,-504130257789346.25
1456,-800543287463735.9
1457,-513256994782394.9
1458,-191538098968543.72
1459,-331882966764442.25
1460,-395392270137409.3
1461,-61507902851682.836
1462,-105172726464934.7
1463,-246197741361990.38
1464,-32995921701648.242
1465,-61365312894078.586
1466,-1740172604207503.8
1467,-75767282856618.89
1468,-192781188449757.6
1469,-147455778460365.38
1470,-2.1754615590023965e+17
1471,-473617122598560.1
1472,-66239252959660.64
1473,-66239252959624.14
1474,-117041003405154.31
1475,-106847681292249.66
1476,-299332882436238.06
1477,-78831261122555.03
1478,-143217942899667.5
1479,-1094262524352223.2
1480,-522126030397058.44
1481,-232061178976119.78
1482,-153606341364431.44
1483,-955020254390676.4
1484,-267758122315074.72
1485,-211001161095801.88
1486,-808800717972593.6
1487,-111716479606426.97
1488,-148514878842350.25
1489,-75757592974807.14
1490,-42618780315320.66
1491,-1055039955230353.8
1492,-5865777432506222.0
1493,-28309854062402.805
1494,-99866953901680.23
1495,-6498784995948280.0
1496,-1092839987310525.5
1497,-90510135690679.3
1498,-255637886006620.66
1499,-1.6121070028631106e+16
1500,-170455953614868.78
1501,-1661706070442982.2
1502,-349275938008877.8
1503,-1979711655590598.8
1504,-1.295632188609165e+16
1505,-952048197802228.5
1506,-138764192008815.47
1507,-1741818837975257.2
1508,-27272206169517.277
1509,-266391986608315.5
1510,-856801417520419.1
1511,-170494336726181.1
1512,-2.617067203730994e+17
1513,-2800902448378458.5
1514,-193142433593159.16
1515,-558073354410483.0
1516,-7947064311187822.0
1517,-2.7523122987145264e+16
1518,-245517953649109.84
1519,-170498675609848.75
1520,-259409167528555.03
1521,-303118783161111.75
1522,-347907564134585.8
1523,-196405698717407.03
1524,-78818630588600.06
1525,-121254061800860.94
1526,-248738447847647.7
1527,-1248997350543644.2
1528,-702962338028152.5
1529,-371865375077080.75
1530,-31393784060822.168
1531,-1276667241954986.5
1532,-15324319380679.545
1533,-224816149007903.72
1534,-2127886956659892.2
1535,-118388855764770.23
1536,-1.0354373985665286e+17
1537,-1.4724101095845544e+16
1538,-329629288050821.7
1539,-236152784662458.0
1540,-270893574203878.62
1541,-2246932727026963.8
1542,-1.381838151373086e+16
1543,-215783871132383.0
1544,-384724541387989.8
1545,-246547975668856.06
1546,-253276849902478.88
1547,-348342138687806.56
1548,-160232915379245.38
1549,-112357949535143.94
1550,-207045464524248.72
1551,-76644405082729.44
1552,-8.987151224061842e+17
1553,-71292766908155.55
1554,-781436829778375.9
1555,-450225853407853.7
1556,-1242980329302558.5
1557,-130529940664975.84
1558,-1424417621967132.2
1559,-305825846176640.9
1560,-176786694434614.78
1561,-383618405618637.25
1562,-123181354426236.3
1563,-6108340433151014.0
1564,-556015564921252.25
1565,-171409318738001.56
1566,-75774834238015.6
1567,-132025931172392.94
1568,-2292389089142763.5
1569,-561682204516911.8
1570,-1.2295593621604828e+16
1571,-72013890578601.53
1572,-464180092890298.7
1573,-472664935127914.5
1574,-147031727738663.75
1575,-888957762304851.5
1576,-552395132131493.9
1577,-127462070128601.47
1578,-1054719089500541.8
1579,-8987124805517362.0
1580,-1396601135416930.8
1581,-2430251324100924.5
1582,-366758969990864.2
1583,-213366541095873.25
1584,-246612873559310.06
1585,-225441804826467.22
1586,-2163763448015223.2
1587,-622119446806013.9
1588,-492759041483999.44
1589,-280797084111210.16
1590,-156802531088770.62
1591,-401831617374675.94
1592,-573040419158392.1
1593,-346311993246323.5
1594,-4.469143779228936e+16
1595,-334182068485762.5
1596,-293715084703895.94
1597,-118363647694494.4
1598,-4179921791198.8843
1599,-1.6059891171064067e+17
1600,-750702050160433.4
1601,-72028462673518.47
1602,-1318345787024155.8
1603,-156580411757525.5
1604,-1.0097671314518692e+16
1605,-125905972520426.2
1606,-61362720034275.16
1607,-170488957164289.3
1608,-397476771983230.9
1609,-1.3781046545154572e+16
1610,-266973468114979.97
1611,-311510642999706.75
1612,-191562673639853.75
1613,-15336682752134.488
1614,-1140832124445042.2
1615,-288146703814834.7
1616,-255840452307484.12
1617,-136435439855643.2
1618,-578836051249492.8
1619,-132031399815927.98
1620,-118387637902892.16
1621,-2.0763683457894536e+16
1622,-5608680572538371.0
1623,-485539804861334.94
1624,-1806507192016148.8
1625,-242465379792210.25
1626,-118395266973441.58
1627,-303794025006953.06
1628,-359707121618775.94
1629,-477314679649929.4
1630,-733666225988195.9
1631,-447467532738702.06
1632,-58667503602554.68
1633,-170483869890350.75
1634,-250924623515438.72
1635,-5.9358978491859704e+16
1636,-250562182283441.88
1637,-151188002062920.9
1638,-700445473408099.8
1639,-5851851584861590.0
1640,-14674225816041.98
1641,-770300021971844.4
1642,-7357363798214406.0
1643,-270687180934886.94
1644,-308889967170103.75
1645,-7889351347263799.0
1646,-4316143309172.7754
1647,-453749010924329.06
1648,-5488905694442.209
1649,-29359411104853.105
1650,-232062826657887.12
1651,-642557026478933.5
1652,-138106636925429.98
1653,-123175198906440.28
1654,-170039236889931.28
1655,-245510586052188.8
1656,-44339410739398.08
1657,-255847117516156.8
1658,-248909270553794.38
1659,-130229161542433.45
1660,-206306344951843.84
1661,-338808380239261.9
1662,-363021472670426.7
1663,-91671705395451.6
1664,-352330311590625.9
1665,-143228801202269.94
1666,-245517404511746.84
1667,-4297452058835233.0
1668,-483803739885863.6
1669,-71149032888647.33
1670,-682020972679693.5
1671,-5948813753390455.0
1672,-150999948992888.66
1673,-138767510513451.2
1674,-118391161380301.89
1675,-367937310590844.6
1676,-3541594290034070.5
1677,-251958830109230.22
1678,-3387115196344026.0
1679,-230999916493682.38
1680,-143259088478084.7
1681,-66578610912359.805
1682,-195017044387742.16
1683,-243396533652543.22
1684,-462956893761735.44
1685,-899515322238016.8
1686,-1628009613004420.8
1687,-294738942615155.44
1688,-294589304933802.94
1689,-464175011507881.9
1690,-1107669210570220.5
1691,-299939813131616.0
1692,-451783043462937.25
1693,-380230906954424.0
1694,-118390152445210.34
1695,-123186619509272.72
1696,-221127540416714.1
1697,-172437678216139.9
1698,-18973490168457.086
1699,-512262242778745.3
1700,-75767455988918.3
1701,-418434844090009.3
1702,-418434844090009.3
1703,-366771492575382.4
1704,-523962584626006.4
1705,-552443642285847.06
1706,-6449074687618783.0
1707,-275005655257609.47
1708,-997170270232299.5
1709,-4.754197475288143e+16
1710,-737658797807170.1
1711,-61356276488539.39
1712,-3283312552839106.5
1713,-276002550588771.78
1714,-354285356536635.9
1715,-12114533029399.14
1716,-215787316472345.3
1717,-2.6012594401489037e+17
1718,-263214557871144.1
1719,-42619367050526.0
1720,-427418806486603.9
1721,-632479556121591.0
1722,-75762417856233.84
1723,-1458794725152563.8
1724,-467188238541011.3
1725,-594092350591404.6
1726,-98465274736741.36
1727,-5801967405233790.0
1728,-128064008599738.55
1729,-192047880188212.78
1730,-9085195895931.945
1731,-659699352498357.1
1732,-3326096973991265.5
1733,-517199126083162.1
1734,-303107216403526.44
1735,-68268632740245.3
1736,-157124138400413.1
1737,-1260367153969200.0
1738,-138103908458356.92
1739,-293712100819660.0
1740,-7142323264881.397
1741,-613336621804481.4
1742,-2313252882081449.5
1743,-334173485563860.1
1744,-168515855977042.56
1745,-96130710816996.81
1746,-12882247481528.592
1747,-414934284429749.25
1748,-185759950740219.25
1749,-441215378823543.7
1750,-213870764323121.06
1751,-1372481245974141.5
1752,-195686811573982.8
1753,-7686129257549500.0
1754,-769934607357701.1
1755,-1334394766787478.8
1756,-527918855069093.1
1757,-735071775821689.5
1758,-206306417978567.4
1759,-341298252426156.2
1760,-260034080323177.94
1761,-428711291112083.3
1762,-396271603790103.9
1763,-911779537143946.4
1764,-68384687133324.73
1765,-1216710737825673.5
1766,-198863202033692.5
1767,-207371478267683.78
1768,-168234199142956.44
1769,-1450485795302961.2
1770,-408307252513924.75
1771,-106855889351791.62
1772,-266410899373255.7
1773,-206299892520177.97
1774,-1.7478191046694688e+17
1775,-366520875483774.4
1776,-473624560455785.8
1777,-75830085081809.45
1778,-91974080113224.33
1779,-451711549728089.06
1780,-277310604569768.75
1781,-431949887890545.06
1782,-9.846329444574029e+16
1783,-61367015729462.38
1784,-44799210629138.9
1785,-321579462945865.6
1786,-370959789978776.06
1787,-297159557982931.06
1788,-292572118230927.3
1789,-489858947755766.7
1790,-245623032035137.0
1791,-77599089220965.78
1792,-118393868324768.14
1793,-215756647233251.38
1794,-2782278827170200.0
1795,-387445047743662.0
1796,-70588874033524.4
1797,-359394211324146.56
1798,-2643048137650878.0
1799,-648330463100802.5
1800,-129041469271394.52
1801,-1.1536669783704868e+18
1802,-532164270527636.6
1803,-3511088907085116.5
1804,-816766068974066.9
1805,-123276977907443.97
1806,-73128028987452.02
1807,-641329064520492.8
1808,-83544082913952.72
1809,-75758748960319.73
1810,-85544382290334.75
1811,-6.311218430953471e+16
1812,-5810289365280868.0
1813,-946692946696808.1
1814,-3872242727338755.0
1815,-280806539643282.66
1816,-960670712614885.9
1817,-312266674472484.75
1818,-657234140806658.5
1819,-104580100902068.77
1820,-301571686207178.75
1821,-231010958775521.6
1822,-422242905044219.1
1823,-1.3252029289783758e+17
1824,-155747717982651.06
1825,-136825979427802.58
1826,-95896173201783.94
1827,-693413852278893.9
1828,-343077063401863.06
1829,-670893514841496.5
1830,-75766764223511.97
1831,-1543968286535789.8
1832,-36618864668647.04
1833,-850690303719448.1
1834,-326808168494585.6
1835,-450235778455520.6
1836,-316914546963833.56
1837,-143250826985658.22
1838,-280803065423845.28
1839,-245525368473483.1
1840,-535211790853485.0
1841,-269474782956395.3
1842,-390894541738809.2
1843,-42883532308795.53
1844,-306761912912557.75
1845,-104511994325075.19
1846,-363698726253116.3
1847,-243813383432495.9
1848,-33905766904828.734
1849,-1846529467348897.0
1850,-737666598545583.5
1851,-80103377129305.6
1852,-318215134390535.75
1853,-61367972302465.41
1854,-434933748356365.2
1855,-620144243444614.4
1856,-334185179745972.5
1857,-271613138117593.5
1858,-1875004490817119.2
1859,-1068781941410848.2
1860,-8394967322087.545
1861,-805606756496177.9
1862,-220831027105913.94
1863,-595483011859312.5
1864,-682013470477995.0
1865,-500906320027661.1
1866,-8.473427024027114e+17
1867,-96415268750877.36
1868,-214695202512333.22
1869,-246202047098923.62
1870,-225466455859905.4
1871,-260393804347123.72
1872,-23429415149147.992
1873,-48477244120753.59
1874,-1197386829566752.8
1875,-338254401400888.75
1876,-4052783411195174.5
1877,-1212500335175355.0
1878,-599428963426937.5
1879,-120971482334662.52
1880,-66590780579756.78
1881,-762709525849778.6
1882,-1.2302358559363246e+16
1883,-677829837710563.5
1884,-74038433689048.23
1885,-170495312870485.88
1886,-35798540260383.99
1887,-63837804493908.05
1888,-1.404236137952503e+16
1889,-268678264561352.0
1890,-495652418026343.9
1891,-2.2109694269196093e+17
1892,-340178696400595.4
1893,-141644221338421.53
1894,-882829735987583.9
1895,-1011793767094992.5
1896,-289330622746846.75
1897,-280591659781338.44
1898,-124134964227766.3
1899,-276580696849442.06
1900,-118433670311538.39
1901,-1152629315585015.5
1902,-9720302952364276.0
1903,-412625853885329.25
1904,-61353124516013.88
1905,-95133754072330.12
1906,-7940836778137064.0
1907,-251103566269431.62
1908,-75769729088760.5
1909,-1.0482232581301856e+16
1910,-1856830309795206.5
1911,-1563275302278597.8
1912,-78819339939961.94
1913,-118379736506814.05
1914,-427441505190353.7
1915,-693425005826279.8
1916,-220600400922075.6
1917,-436214775733929.5
1918,-277165950327299.84
1919,-209677266837341.84
1920,-209677266837341.84
1921,-430238011422307.8
1922,-1.0097670846460536e+16
1923,-118383718579603.45
1924,-318757086419688.3
1925,-558730103724528.0
1926,-85134834530368.88
1927,-5228157288953563.0
1928,-151858487799809.03
1929,-22559936136017.113
1930,-2157695382804558.8
1931,-255443431255178.75
1932,-61357251801916.35
1933,-383631751805786.9
1934,-274642026035629.4
1935,-241451110220945.88
1936,-1253817143162099.5
1937,-253423031914886.3
1938,-245521199873807.6
1939,-40928155642109.69
1940,-303258196590953.44
1941,-6495918349938959.0
1942,-543061114822640.1
1943,-380900249180793.56
1944,-2.1490086726986026e+17
1945,-301738755143376.44
1946,-1554182428239227.2
1947,-32552608816365.58
1948,-119098204121256.44
1949,-465676689039327.75
1950,-1755104725027983.2
1951,-220599832149523.7
1952,-91677303428933.53
1953,-104042762883195.66
1954,-628541013168193.4
1955,-802887150360735.5
1956,-258785548481613.1
1957,-339782515520114.6
1958,-324860089175960.7
1959,-464205384445851.6
1960,-1095718664084036.2
1961,-251814432635042.03
1962,-3233128740029843.5
1963,-5.090600622406796e+16
1964,-66405558985725.53
1965,-625327170381344.5
1966,-396695230525934.0
1967,-788874672593568.8
1968,-435374101420483.8
1969,-303118895974982.25
1970,-1653882089369411.2
1971,-436490970436851.3
1972,-1437899862475389.2
1973,-279343795618428.44
1974,-438758536909108.9
1975,-105730060604763.1
1976,-118401474834661.23
1977,-11765158576116.393
1978,-11291818745049.402
1979,-109109443980383.7
1980,-118368142790514.58
1981,-156584443760656.4
1982,-328183947715924.25
1983,-139232233531559.55
1984,-3.904623780611547e+16
1985,-329341241187688.7
1986,-134429375812417.2
1987,-2.282870808340022e+17
1988,-346630760051847.1
1989,-783413432621475.5
1990,-44338468990166.88
1991,-189836872206688.3
1992,-270681073902509.66
1993,-36748732239717.45
1994,-245520401864746.53
1995,-109756910476304.16
1996,-595583565423341.6
1997,-42618243331333.52
1998,-215023628802023.72
1999,-85605914217335.88
2000,-103147439408026.42
2001,-68992547297998.336
2002,-9228652544782.576
2003,-8761805041059.219
2004,-123182633981290.47
2005,-311806486914995.44
2006,-26140231124841.688
2007,-256806818154488.06
2008,-692248994141622.4
2009,-170502690212310.9
2010,-6583058581583.205
2011,-438677154443749.75
2012,-1210975287313483.5
2013,-167876610565824.62
2014,-289630117496548.3
2015,-995801623829745.5
2016,-72766731922577.94
2017,-275141011099440.94
2018,-55383459527046.22
2019,-863192053965355.1
2020,-402260136493452.9
2021,-260473036834535.34
2022,-69979459988179.49
2023,-287539345362746.75
2024,-4.590220639555263e+16
2025,-6635638103583456.0
2026,-209761536988140.5
2027,-102692714074840.92
2028,-800428163593736.5
2029,-67792914794752.66
2030,-718995872523888.1
2031,-16494202404206.59
2032,-101732216197047.33
2033,-199721713933573.84
2034,-7141304208971070.0
2035,-2300711600553731.0
2036,-1894537822273342.0
2037,-75749686814430.47
2038,-118394251712425.88
2039,-615518908275081.2
2040,-306692818298582.0
2041,-4319749711572062.5
2042,-206299480532309.0
2043,-793530629903628.6
2044,-3208352663781704.0
2045,-75769430908187.33
2046,-75769430908187.33
2047,-86746347964019.64
2048,-5048112529019284.0
2049,-118395649056187.42
2050,-409628008819053.6
2051,-383182073658892.94
2052,-109113712164848.56
2053,-628546235980625.2
2054,-120302838678069.14
2055,-436453241378410.7
2056,-199918966358412.56
2057,-118395984987692.47
2058,-384479038917219.25
2059,-148477860958615.8
2060,-251010813543776.8
2061,-1658501180383703.2
2062,-2337396672386319.0
2063,-138148017889302.78
2064,-854261783225269.1
2065,-154169353031517.7
2066,-742625291589416.8
2067,-5064504048706928.0
2068,-557960469917430.44
2069,-507353226447319.56
2070,-446908354208016.1
2071,-245524693927897.7
2072,-984943887491180.2
2073,-1.29414604201481e+16
2074,-952610609587769.1
2075,-6850787365774876.0
2076,-1162824969073249.5
2077,-918662199199871.2
2078,-8142444296718.457
2079,-91676461156851.84
2080,-682022193470438.1
2081,-187975388977807.6
2082,-373889836071433.2
2083,-71296551579306.7
2084,-272751923903174.53
2085,-14060635189417.672
2086,-245707589993454.84
2087,-349232494818632.75
2088,-109119713114826.12
2089,-32424077438963.82
2090,-400872460521280.5
2091,-288113525518831.75
2092,-38154737454664.16
2093,-118393282978427.81
2094,-30790791400271.137
2095,-203192702802143.84
2096,-25031787598248.984
2097,-4.0584483557088115e+17
2098,-123759630741623.9
2099,-730579033729767.6
2100,-437023633711212.1
2101,-450236383319072.8
2102,-82345633433559.08
2103,-422956309690801.75
2104,-594110895658926.8
2105,-75764229454103.38
2106,-162072099762257.5
2107,-255766135057534.28
2108,-1242991330939594.2
2109,-78814160892627.16
2110,-213685852527349.7
2111,-229423442845525.38
2112,-80367152510737.75
2113,-6100495128404823.0
2114,-88457262904232.14
2115,-327922714219031.7
2116,-29589222890201.4
2117,-3363857194402265.0
2118,-643695650066910.2
2119,-307910753731313.94
2120,-266042847759110.16
2121,-118397768923371.5
2122,-208433425371077.56
2123,-245524602589420.97
2124,-112360500648724.67
2125,-480452635165931.0
2126,-329590680405312.0
2127,-223597971143552.03
2128,-329255175539547.25
2129,-275341638907829.03
2130,-606366109722053.8
2131,-245513334555076.7
2132,-279568449091168.03
2133,-265679601308653.56
2134,-70672463919693.08
2135,-80381185558011.9
2136,-438283377137376.06
2137,-3.703443346574741e+16
2138,-548461607668437.75
2139,-247330797646194.03
2140,-180976544277098.12
2141,-2047153539045017.8
2142,-119645659597385.0
2143,-79692593480074.23
2144,-2.243559738979714e+16
2145,-383711097689603.44
2146,-223777429043013.47
2147,-334181564451783.3
2148,-100992121873507.92
2149,-552423233257336.1
2150,-213859454369006.62
2151,-500028554286813.94
2152,-170496089232646.8
2153,-2429606004938027.5
2154,-170491897476589.22
2155,-130529906383071.95
2156,-3648487741014548.5
2157,-310891442116928.4
2158,-4.071950033968699e+16
2159,-682004638428376.9
2160,-6955654047728752.0
2161,-360130814613272.8
2162,-2063936785927980.8
2163,-451255173804946.3
2164,-2728974845120036.5
2165,-1965062437675956.2
2166,-455226541940851.75
2167,-38326968631367.984
2168,-460543166599174.7
2169,-4246639359062.0386
2170,-264981197277821.75
2171,-7640416576603518.0
2172,-2.992078492584491e+17
2173,-2617184985917637.0
2174,-427418948241771.9
2175,-229423604531469.94
2176,-138092314418639.44
2177,-66944789643404.414
2178,-159285778488370.38
2179,-251686552183516.06
2180,-261033460698668.78
2181,-609032864439712.8
2182,-643038742158367.0
2183,-7031221572256.199
2184,-453554710651406.75
2185,-533070823215113.8
2186,-687484280094840.1
2187,-359468203372713.9
2188,-334188838219644.56
2189,-237972807631967.03
2190,-61374867987113.32
2191,-3.59484872954624e+16
2192,-406300334225567.0
2193,-170475010649199.28
2194,-1856386266296834.2
2195,-469929829118452.0
2196,-5637452929905728.0
2197,-266823111419386.9
2198,-1534573236364795.2
2199,-109105800561919.39
2200,-1.8895444323722776e+16
2201,-296486803054391.06
2202,-168176316217585.56
2203,-226913736254870.5
2204,-280807647952334.78
2205,-245524407882263.0
2206,-213232912413841.88
2207,-270692646377716.66
2208,-728488396399405.0
2209,-30786449185923.44
2210,-71295025284023.34
2211,-207867145015805.78
2212,-599427951579336.4
2213,-239415826714094.0
2214,-1407706166284900.5
2215,-152345560137976.16
2216,-475114306866441.94
2217,-346844942102708.56
2218,-454748846913092.6
2219,-189404048257896.25
2220,-334182137724640.5
2221,-401826749184708.5
2222,-170491943521338.3
2223,-170494040915086.5
2224,-84678713947592.62
2225,-104619645208513.38
2226,-1065664079158238.6
2227,-53461513024240.305
2228,-138854809638510.06
2229,-11323294264938.562
2230,-184995383790750.94
2231,-443796662899086.44
2232,-267114317254237.12
2233,-747878750202425.2
2234,-437036027578501.8
2235,-288587604909389.56
2236,-138087976095477.28
2237,-3425931201156271.5
2238,-69750025564394.99
2239,-691226786093096.0
2240,-16548177100571.893
2241,-1433513361030214.8
2242,-274784036653881.56
2243,-544284933511306.75
2244,-325171905634747.06
2245,-266399830195794.22
2246,-75771980027207.47
2247,-796722394997160.8
2248,-396003192089742.75
2249,-60353301330298.086
2250,-274985418905804.12
2251,-22730975072155.13
2252,-47685261314302.13
2253,-1.2104674973336376e+17
2254,-277163968939592.4
2255,-143683524525860.72
2256,-151936742814608.03
2257,-103713547462439.17
2258,-260751014857933.9
2259,-126274300004270.77
2260,-75766605447560.75
2261,-242184587499061.25
2262,-427438853999305.06
2263,-427438870707701.06
2264,-8987072993327472.0
2265,-175061085681453.5
2266,-48478363172407.336
2267,-261949235180500.78
2268,-245502430442915.53
2269,-78989165229043.06
2270,-89197611542108.86
2271,-95888749558861.58
2272,-159271918818489.7
2273,-1832903199920545.5
2274,-5.616958616583468e+16
2275,-1070928282260968.9
2276,-7.454200203240478e+16
2277,-561686859946583.9
2278,-75764484077076.7
2279,-600364629307423.0
2280,-123034950282145.78
2281,-231914158592415.53
2282,-28303291092952.344
2283,-312504062019022.75
2284,-315365171762739.44
2285,-118392433311530.62
2286,-1143028433420453.2
2287,-431678887519414.3
2288,-185005701781517.8
2289,-1045998902143840.5
2290,-346702277562732.4
2291,-594107629278954.0
2292,-138769233025060.2
2293,-232004833333071.16
2294,-4302419708930.976
2295,-6812874796534.641
2296,-98466627256739.55
2297,-210466194291390.28
2298,-13934751999019.525
2299,-800434076645630.1
2300,-118397417828993.94
2301,-95894997992348.78
2302,-358485903113310.3
2303,-1534562754997358.8
2304,-2.261377223284252e+17
2305,-270678675148462.88
2306,-295862582143214.44
2307,-334191933627776.56
2308,-123180320045983.66
2309,-123180594773195.64
2310,-1625376407789765.5
2311,-334185178540524.75
2312,-115782246150677.1
2313,-863575678033598.4
2314,-71142102625879.19
2315,-118389718793308.8
2316,-245520478601581.28
2317,-473609183479811.56
2318,-2.5340129589385088e+17
2319,-115141396908302.69
2320,-6481247424942.619
2321,-452510266742479.25
2322,-98426289953120.05
2323,-1864638865148951.5
2324,-5903907547330414.0
2325,-2618317976982609.0
2326,-206305153326440.94
2327,-5940443832402227.0
2328,-170498462281126.56
2329,-2849217433594773.0
2330,-130515210443367.1
2331,-1534575462767836.5
2332,-218220653068860.44
2333,-8968427785253.049
2334,-677926326070563.5
2335,-69274471627672.91
2336,-363725934788197.5
2337,-92560770987401.75
2338,-13469992774805.557
2339,-154001614518087.6
2340,-120742240885498.0
2341,-49038971528450.33
2342,-4971257097746.04
2343,-134682212490334.78
2344,-75746235849507.48
2345,-233626252200496.28
2346,-3865654196108.2974
2347,-65227008303113.766
2348,-200052917654575.16
2349,-4714580005511995.0
2350,-426992311772700.75
2351,-170464053928652.28
2352,-86332446750101.69
2353,-95851133420439.42
2354,-128288973722005.31
